	coefficient	p_value	random_intercept_variance	residual_variance	log_likelihood	aic	bic	bse	q_value
CTH	1.5595521191871016	3.7621316629876417e-28	0.19297060923728881	0.40315671741349257	-386.8035306687775			0.14175932598352492	5.055686522453255e-27
DDAH1	0.0011976691093038485	0.9950185711220771	0.010671198069805233	0.6084912310729323	-383.4356616726211			0.19183160225985452	0.9950185711220771
ASPH	0.39739652617476195	0.026807168778399913	0.10482861464515798	0.566079613879915	-384.02315029490364			0.17946708580845708	0.05301982373308531
DECR1	-0.5616315981781614	0.0004619289528573017	0.0646383221660065	0.5173136264570692	-432.19109503751247			0.16037847360315355	0.0014295025323438895
ALDOB	2.0177591573370877	1.2217516025884574e-106	0.10239581649982968	0.17361257535913768	-225.1766008416355			0.0919908407833598	3.995127740464256e-104
HSDL2	0.07172924600481898	0.7074715873826471	0.04205541283774137	0.5231437558844996	-323.87581607996833			0.1911485277536343	0.769434176521482
VCP	-1.6624595590458935	1.9575538412325159e-35	0.025434781142627424	0.35519119418896994	-360.16156824054565			0.13381972477000278	3.2006005304151633e-34
ALDH4A1	-0.05804975924577094	0.7452655434610922	0.08835605882297912	0.640065867668456	-472.60174414966446			0.1786760034573732	0.801650765499267
AKR7L	-0.5388061074503493	0.0009926076056575499	0.008907232192790342	0.5182743999390238	-412.26967892391326			0.16364085183953445	0.002806190377954053
SFPQ	0.32110101597250573	0.042892158397721	0.08298391205951534	0.4802692544036597	-400.0298035893618			0.15858730836188362	0.07792075442252648
H6PD	0.4889723575055148	0.019841128934723545	0.27634970743229875	0.718662348877401	-407.9549724027079			0.2099189587006808	0.04055030726034124
ATAD3A	-0.0013869931560307849	0.9940180171364212	0.07482342548193313	0.6577768977199436	-457.0789492299584			0.18499719621132618	0.9950185711220771
GRPEL1	0.37797705639743656	0.057235563630238455	0.020899730630600685	0.7304350061691592	-467.7584868036763			0.19877757257808262	0.09920156876548396
CCT6A	-0.5441183640888582	0.001922980822197067	0.008979118389822136	0.5907603156618432	-440.0805178928631			0.17541586251332272	0.005154219089003614
ACADS	0.35268406826724963	0.02925418522875791	0.08762178436805027	0.5180367210097443	-429.4573041229198			0.16177840247723627	0.05682842714734953
SDS	1.4011142495421454	6.17576187591312e-29	0.019680037714940216	0.2752097939864545	-275.86956125095253			0.12551234774058317	8.532989296156014e-28
NDUFA4	1.211093897753065	5.728794635173412e-17	0.008217078626610103	0.42301821644997356	-395.33475331303566			0.14468290197742015	4.803373963337706e-16
AASS	1.9843258791935339	1.120843065183365e-46	0.07160857548068876	0.3868065789347593	-379.666171150556			0.13831448240549724	2.6818220657192218e-45
CYP3A7	0.8894233218887289	1.1193884904921796e-10	0.24205751570897183	0.3771916224759669	-374.97593800547884			0.13789765709920912	6.695854324224562e-10
HIBADH	-0.7962646759684857	5.930369676912987e-08	0.12038449007293635	0.4190226198736414	-383.96961716030205			0.1468882351161719	2.8378988551471416e-07
ANXA4	0.3844721344006233	0.03709442413172828	0.17365521328439879	0.5335911769452774	-355.8366805242125			0.18442357978330481	0.06943503392985832
CCT7	-0.40628760220305	0.028645709182199736	8.058910918918301e-09	0.6301910518536413	-435.6736261007138			0.18566118874467633	0.056035826814536636
RPN1	0.5398254403544375	0.0005277912551288259	0.0962699998895314	0.4840478551390138	-415.4220615990648			0.1557380294335349	0.0016079603145384418
ALDH1L1	1.31423171239943	1.8097726667940477e-30	0.23491855820906937	0.24524660245952562	-283.55266448956604			0.11455320864502833	2.610863214889648e-29
SULT2A1	-1.7224071836356134	3.087864163674716e-41	0.06434273987602947	0.3249185296871665	-341.06437689472864			0.1280621010155732	6.310822384510201e-40
SLC27A5	1.2491626392001234	6.928740296617667e-17	0.17588366381380213	0.4411721366841253	-401.23852049053016			0.14963184701629653	5.760249348289773e-16
EIF3CL	0.2257867791767388	0.2686409699308778	0.17238821305895302	0.6996251765192651	-395.7832649781582			0.20411069804921994	0.35565019096112166
GLRX3	0.4848544882500461	0.009550047184408767	0.004972287728548278	0.5938947739528617	-398.85832087432664			0.18707905090203958	0.021053025366078653
NONO	0.22902983131641158	0.23340063984495774	0.05945649303489399	0.5532525743614534	-352.573588430952			0.19219642880220578	0.3159320625572723
GPT2	0.8518158026271406	1.5151516415416953e-06	1.696288556043765e-09	0.5700642663819813	-410.64830748810414			0.17712115170399187	6.406740346346565e-06
TECR	-0.3504237792772922	0.0504191584245288	0.0005352598172915436	0.60482151672909	-434.1782868994653			0.17911749266266158	0.08944158121964331
HPR	0.1910649349033542	0.3571745267590334	0.2331823893714086	0.7232717880592957	-435.3161220561385			0.20750733269150592	0.44806676566574394
NUDT7	-0.13100837902054935	0.40746805773694506	0.030222973328859093	0.4964192887393539	-418.12096187460884			0.1581543912871999	0.49823027656005137
KARS1	0.5446528117215437	0.00580763760284667	0.0020652973831365882	0.6332261650291614	-391.494531810672			0.19744893676500033	0.013564982115220437
LDHD	-0.2162839930638923	0.3447108116986163	0.07133179947561495	0.8238963952867785	-433.6293144150834			0.22889658973943666	0.4369009125017346
ACAT1	-1.1838658200084713	3.5067707865120765e-17	0.07411603284518103	0.39636037232949284	-382.5587773703844			0.1404629247521396	2.991427949189867e-16
BCKDHB	-0.2173959324032159	0.22931479920838016	0.03743078508209378	0.5851083113465497	-409.33163696256383			0.18084291666723057	0.3128759638712391
ETFA	0.941365759800496	1.1456694175680293e-07	0.019984439126071132	0.6141639190951655	-456.1995361222291			0.1775505739484305	5.377520089159028e-07
TMEM30A	-0.9925611456155489	8.730597269671878e-10	0.034118802751837554	0.46987132596541253	-374.20374709217026			0.16189113186949977	4.8388225545469564e-09
GCLC	0.23018683869821238	0.25783848265848386	0.061904226063659744	0.7674514954836745	-472.5266470611484			0.20343246157223432	0.3446042935803442
SYNCRIP	0.44672915065953694	0.011920815611162192	0.06075173460103387	0.5481510074431409	-387.1762486307314			0.17766265756467436	0.025929756351552348
PCCB	1.3348652277166175	4.077223515756499e-18	0.0010485780049481856	0.448373893384687	-386.39823740234897			0.15384631262507872	3.6695011641808497e-17
TF	0.5100332056909955	0.0001282545548271091	0.45892034204434434	0.33442586812146335	-340.68101674963646			0.13317536726092316	0.0004222071083402484
MANF	0.019161323119318077	0.924219177150702	0.24722273913926457	0.6036972476397405	-353.2096868319088			0.20144278905626373	0.9454212854899255
APEH	0.2577822832364752	0.12014104836193788	0.10451801540896863	0.44647527029177225	-335.6269869228249			0.1658636569155386	0.1815999513760571
QARS1	0.20906129206878488	0.3452390280014762	0.12982248519447234	0.7443529184616133	-387.22302415133447			0.22149508716320748	0.4370057889928364
ATP1A1	0.97872104700398	1.5506449286681687e-10	0.02409102230036131	0.4543098033201417	-404.0114931743997			0.1529178199973198	9.163751054358275e-10
DPYD	0.9511047666619525	8.31333473857735e-06	0.20320374322986146	0.7930961662013495	-454.6884494050255			0.21339804495882592	3.198188775899757e-05
ACSM1	-0.911516297579278	7.366070398262192e-09	0.08460177017242673	0.49824301754315914	-421.9265994048865			0.15763746978883406	3.822801651853469e-08
NAT8B	-1.1263594730115183	2.692792978458072e-13	0.049628206094889465	0.44289945753512594	-382.4665448924843			0.15410731438095152	1.7848850755860602e-12
FGB	0.46891892711608485	0.0014515598605323913	0.31797855439976863	0.39580880754613845	-355.84162674666686			0.14726440220702638	0.0040225430033397624
FGG	0.5370508165350673	0.0007207717971074169	0.22667591757597508	0.47535102725008627	-394.8872473045012			0.15881777614705397	0.0021169974040789697
HDLBP	0.931047245604017	2.9416590342946287e-11	0.10754654647053057	0.3982298560234211	-385.76702818847			0.14001842842976972	1.7924021817658577e-10
TKFC	2.017542098389715	3.835616680391703e-75	0.06259378850680056	0.24419739541828184	-290.803621913979			0.1099966870367551	2.89441535651097e-73
UROC1	1.60038546731958	7.858105078966298e-44	0.021106733401423355	0.25658756053087334	-289.1085611242361			0.11526367606062833	1.7927444377827762e-42
SNX2	0.3089051374427867	0.06987826877668984	0.038478507227458235	0.5262343502839111	-393.10455277916094			0.17041171669444838	0.11658262188764071
SEC31A	0.17147276208060003	0.2456638727486007	0.1530504170572477	0.39950200250026074	-345.21805824942203			0.147700897876009	0.3296802450976433
ALDH1B1	-0.3198259871606076	0.057743709291882404	0.03980609197152523	0.5516571831636382	-437.4480962829614			0.16853893646860985	0.0998199572403807
GRHPR	-0.2665925218153738	0.1158299740472627	0.020511842467087905	0.4941565335196228	-363.31823567015454			0.16953202469863285	0.17671726989170247
UGT2A3	-0.636551366959239	5.1657915246150634e-05	0.17878252094712194	0.4899454147183624	-422.6145969910815			0.1572509671086728	0.00018098719591597774
ALDH5A1	0.5963848755686336	0.0014817644415256101	0.1413757962636433	0.6046111528428754	-415.0886753834293			0.18764677649290987	0.0040946786398214745
ACAA1	-2.2550641638936817	1.274359089423759e-77	0.03316116111768111	0.29319140435405866	-324.60463922989084			0.12091813471699642	1.1364966061133705e-75
EEA1	0.4329144778188629	0.023058050699419887	0.1463720948229282	0.6362649526262977	-418.00293572975545			0.19050381402737923	0.04644753128568975
RPS27L	-0.010870311911031997	0.950694011410654	0.018663750692352713	0.5902297407454542	-440.43807127790683			0.17579467086962328	0.9656155142211151
ACAA2	0.8511539333417036	8.86098134637871e-07	0.00489109216840953	0.5930198746097741	-457.8610511608117			0.1731613229162031	3.8125538161392606e-06
MATR3	0.24184666589257245	0.2326806958788602	0.1313614815090629	0.627450453197437	-378.527373083769			0.20263957541830235	0.3157119815451755
ALDH8A1	-0.007824284552641834	0.9591668121895074	0.05807594617412925	0.4714416800887858	-415.1182223892811			0.15282053116141486	0.9660602081703354
CISD1	-0.17656614144017965	0.33648644555980955	2.67521110125069e-08	0.6569138302930408	-460.1841460972996			0.18370668826500483	0.42869247155087425
FERMT2	0.3207869073052726	0.08266697124395979	0.1439705527472251	0.5727727003739357	-362.20764707408205			0.1848471620593033	0.13448805769539726
MAT1A	0.2295316964864556	0.19086216240233722	0.024680761877238992	0.5806578145022308	-430.69894579304446			0.17547853929991375	0.269792192098981
NDUFV1	1.278089100455728	1.5972698410656654e-16	2.1991399700160855e-08	0.45941854269302773	-376.26809678944755			0.15493869316710257	1.3057680950711815e-15
HSD3B2	-0.5856658799038851	3.6681997976085256e-07	0.290849792802274	0.24490803024489285	-278.4545027119764			0.11516576221557193	1.606475000649091e-06
BPHL	-0.32965120775841344	0.060100700767854606	2.51088438664371e-08	0.580496237251386	-424.2260387750864			0.17534133837031327	0.10343646921625503
LASP1	0.44976202189512776	0.028674806382158403	0.05731351649581929	0.675686450763974	-391.7629933267939			0.20556522257390214	0.056035826814536636
UQCRFS1	1.1951286949208444	2.5689093115132477e-15	0.0396305736142972	0.4270036842883146	-377.50632022479226			0.15108625423365588	1.938538488149612e-14
ATP5MGL	1.4252537761219861	5.226250007112696e-23	0.04662063080727799	0.4123378854999541	-384.92088192342044			0.14429705199005546	5.696612507752838e-22
ANPEP	0.49059138212874437	0.006673342066064886	0.16324660711357322	0.6076634887253248	-433.74726523053255			0.1808484988993564	0.01533149547262214
CYP7B1	0.09141434616264965	0.5872469980826017	0.028697293631213736	0.5512077570134858	-431.3772304624172			0.16840333252605802	0.6621716150793475
HNRNPU	0.5809141615672896	0.0022348763585283574	0.006870639883843835	0.6778038063465139	-452.1579814686895			0.19002114246228147	0.005877784739185841
BAAT	-0.01007620867509518	0.954788021197229	0.17937430530939505	0.5549294678457501	-408.3530464183268			0.17772604937758654	0.9656155142211151
LAP3	0.029280500720193673	0.8430961804273982	0.09940287013971649	0.4230260743529134	-390.5591433381642			0.14793012852078538	0.8770703637320018
KMO	0.6503791591969115	7.659591121546386e-06	0.15964737260777084	0.41776702299706453	-386.6501785472792			0.14535287156693727	2.9936489602537863e-05
MAOB	1.1547399830976572	1.8492575371300975e-12	0.05536699649709079	0.5164203883056085	-418.57767151190933			0.1638997818254856	1.2014050622017387e-11
TMEM205	-1.8193078337495767	2.821881409057374e-43	0.0025715689194675297	0.32469480019523517	-329.7449718703008			0.13190412551755748	6.151701471745075e-42
RPS19	0.2920725276514464	0.07437390509063008	0.015517396282269077	0.5235155563487548	-425.53890664302867			0.16368967907901688	0.12304804675080365
LONP1	0.033110895291929246	0.8557071357243268	0.2732849016470522	0.6030891647907803	-416.48919132216474			0.18208659776906583	0.8873664906401316
HIBCH	0.6077324109285376	0.000753247225482242	2.014078190979805e-08	0.5758306247043244	-400.9741156244961			0.18036671073887967	0.0021797508206433023
PCCA	1.3590563454716629	4.30713562669262e-22	0.033642861713428306	0.38529043815437863	-368.7075204803509			0.14063751127398086	4.495000052963256e-21
RNPEP	0.786768748028358	7.942189914614079e-06	0.022461864057784078	0.5195263228969337	-364.06197945817985			0.17613950801970346	3.07956059535036e-05
UBAP2L	0.09115908190931647	0.6782126253431776	0.14112115024447697	0.8092918488133284	-424.8291204438141			0.21971158415708428	0.7475579611928733
THRAP3	0.1867022113225093	0.303954131119067	0.05500068631717877	0.5352201631199143	-368.5850862928846			0.1816185533668537	0.3944166701425988
GLS2	1.1918014146262141	2.0753499250568279e-16	0.09577124238032482	0.349490098360104	-309.6959575669006			0.14502952401452368	1.6687854725252034e-15
UQCRQ	1.3319677416291433	3.2747544695039297e-18	2.0464389743946403e-08	0.442322023639011	-371.43772054301917			0.15307304166227165	3.0023683500779015e-17
EIF4G1	0.31831998057294175	0.08094212280607098	0.19951213841960477	0.6197582624575813	-436.3308083663228			0.18239265372998206	0.13278298072367162
BDH1	-0.7559174483251114	4.925003892154564e-06	0.04454033328510346	0.5266177966447517	-422.0523466331492			0.16548260042634505	1.9720117625320926e-05
IRGM	0.45569894225325314	0.02678129730352022	0.10831866743286903	0.6640826850842955	-389.63719920244273			0.2057618832600879	0.05301982373308531
CLTC	0.4410634094774788	0.00445243267632485	0.18403725842979635	0.47756678045101464	-419.7870481569232			0.15507516370783836	0.010774402402220674
STBD1	-0.4852478955851498	0.013020177600748344	0.10058116877523904	0.5618975169593401	-347.47597349649186			0.1954109980050849	0.02825839430604895
MLEC	0.3734700716956586	0.01679360131835902	0.05207780684191669	0.47323137510757024	-402.09467226694824			0.15618549353643896	0.03512691448466994
SEPHS2	0.38962386026999013	0.0282189744746393	0.011595772654793512	0.5999381337009219	-445.4692124073481			0.17756757336602993	0.055383274632306884
UGT3A2	-0.4686528097409802	0.009138297005361468	0.15536903757540826	0.5447636774910727	-378.02568933986777			0.17977836373735717	0.02037424855059
ATP5ME	1.4460812303579864	8.88924584520983e-23	0.04083662388330718	0.4437223595396379	-409.1047028043913			0.14720123619581074	9.58280238917675e-22
IMMT	0.21153176142352265	0.2199732275980626	0.0010152537704299217	0.570973861984348	-430.53360360881993			0.17245383981831544	0.30223212363263224
A1CF	-0.09058783005603108	0.6594191104300817	0.13029524191383468	0.7253521929228331	-444.08796848508837			0.20554727213335103	0.7317761847646043
NRDC	0.3393262895830563	0.04576180503367637	0.06105922682589703	0.5235492347399474	-383.83482843138506			0.16986836591730903	0.0821746675647296
CHCHD3	0.343382681613626	0.03430347086399105	0.025975806558638185	0.5180490645306195	-422.8769933549229			0.16224186513592556	0.06528203276581643
UGT1A6	-1.4092928532946376	2.4422860957877055e-24	0.05420684150941044	0.35835202980221564	-341.6264268304262			0.13844103231328925	2.818685482314987e-23
TMT1A	-0.21584140323043124	0.19748852080236245	0.02316707585102372	0.5460771626905536	-430.5511307905913			0.16748251579176923	0.27716200129773616
CYP3A7	-2.0320348654064984	8.701929458123368e-62	0.014085087986533289	0.30344920175136264	-328.92833360491545			0.122510148336678	2.943652689110008e-60
EIF3B	0.3068757371738564	0.13698769787690065	0.15195813672766406	0.7629467808704601	-467.13418329536444			0.20635813818619014	0.20330549412592971
RDH16	-0.7544711648265449	2.8782193331798585e-06	0.04537447197183165	0.5059894182408675	-422.1349342885062			0.1612350677311595	1.1863584730459837e-05
CES1	-1.3550436292108656	5.3265771900344e-22	0.0344038876597416	0.4026490216504078	-387.81727273584625			0.14053900583655732	5.50039181413026e-21
FAM136A	0.22185289502919797	0.30931819719499365	0.1018846571649253	0.7051568091576755	-371.46061903512714			0.2182187448702254	0.39979071337060446
SDHC	1.0158371462010638	5.204664454953382e-10	0.035868076747776236	0.4994179875023468	-397.8820797740418			0.16350697620543414	2.9513155088492877e-09
TMED9	0.15215992934661893	0.34974246636005346	0.008540238658436549	0.49192680478751755	-395.05468669267			0.16272241387238698	0.44099917673420624
VWA8	-0.3168988864934407	0.08181273347226876	0.02682975208148638	0.6190678618628528	-444.9241598741892			0.18209820463093782	0.13376381922715944
RPL11	-0.21482158758736353	0.14385772003094305	0.19061894068275648	0.42682004244938987	-392.9243309331616			0.14697952094974912	0.21221717797045883
HADHB	-0.608739643232126	9.881671981048334e-05	0.09770713530923344	0.49494540737731973	-428.29324167097093			0.15634850674103518	0.0003342731108071867
NDUFS8	0.5601529887085858	0.004843558956309117	0.021918235472643002	0.5642830302397127	-338.7691584512587			0.19882913616847642	0.0116436758928109
FDPS	-0.1480697186071133	0.3663884992877845	0.08663834411004029	0.5447294176228007	-443.6100438975832			0.16392832342646355	0.45845295637923034
ATL2	-0.23272885179223418	0.23560521353048258	0.14592801762884489	0.59215093249356	-346.38551200630013			0.19622290215283458	0.3183591108449083
BCKDHA	-0.08965979062458905	0.6745981352935881	0.09785082957640176	0.8019934934701232	-457.2076056739778			0.2135541183670587	0.7444103157739145
SLC25A3	1.2766911504363552	3.47987305859106e-18	0.09362035954157634	0.4166330780329756	-390.52295392125166			0.1468368835096243	3.1608846948868795e-17
CES3	0.606495926983518	0.005402595108545396	0.19362854595634743	0.7863921939130641	-419.2758448600098			0.21800759167149222	0.012832798550806377
RPL35	-0.0401265434700529	0.803410934795395	0.007872613856982121	0.5165939453483941	-425.79285046378254			0.16119274961548521	0.8503098097926953
SNRNP70	0.6047006648717742	0.0033723204762135116	0.07648851089045945	0.6173860047734383	-357.7529575062198			0.2062705709392434	0.008460988202469195
GLYAT	0.9010475869682826	6.2787152360529306e-09	8.05874327367589e-10	0.47683786727867306	-409.25280621174534			0.1551080747718199	3.3115159390150135e-08
PYM1	0.46429630706476543	0.019626434245122174	0.01689830023795948	0.5368958393064767	-311.2653602303958			0.198977264143993	0.040195265124143745
SPTBN2	0.7191631908945079	2.2016808157262333e-06	0.0967256510204647	0.43377420161057556	-380.273393742965			0.15191538659970322	9.190846298840148e-06
HBA1	0.08137942066425527	0.6500668915375831	0.07258379795605398	0.5920528199744589	-429.4247827585316			0.17938050230307698	0.7230335834448628
CES3	-1.074729257206431	1.990065584794641e-16	0.30012333833169824	0.34263150601043807	-352.8565939200064			0.1307030501235002	1.613433337754994e-15
RMDN3	0.28614451070206104	0.20993626335291227	0.2201153256063708	0.8705787857436479	-455.74087998382333			0.22823260576235663	0.29129770063537047
GANAB	0.5174201572360316	0.0068168083006919485	0.2709939591448634	0.6646154334024027	-441.9220304635012			0.1912359604713581	0.0155880861141697
MPST	0.07062719276782982	0.6812130858882646	0.13827994169149022	0.5081476956396362	-371.8877433729392			0.17192249501497314	0.7491816561170264
MTARC2	-1.8098723542178363	6.319993359013961e-55	0.013004695837197258	0.2711787767090935	-308.4589573152723			0.11595041269774954	1.823503966233146e-53
ACSF2	0.07200879126649667	0.5495512128196254	0.24202015512361572	0.2888241561579071	-319.58176024897307			0.12032895957121142	0.6268717904372704
CCDC47	-0.027046217330198977	0.879415964325161	0.04138792331221217	0.5496513433501397	-392.8967728340723			0.1782762108052392	0.9090775806242315
ISOC2	0.28687066617842377	0.1328512348813345	0.12068223092423042	0.617798898889811	-411.5680197665488			0.19087138345303373	0.19836691235706108
UGT1A1	-2.1005097302735467	1.255170862549204e-61	0.06059343128379871	0.3103963110352482	-327.96084248154557			0.12680680025971539	4.1044087205358974e-60
ACAD11	0.32131743815228014	0.07058864290165738	0.09906955561084321	0.5926597791892941	-435.71978901175225			0.17770854314026255	0.11756784157304905
MYL6	0.9904297132226676	9.713748676407237e-12	0.28768650463477363	0.37188616529082613	-335.18462721820447			0.14542299707874354	6.06954614748758e-11
RPL24	-0.08940971005591329	0.5554797666982427	0.09665685017397749	0.46168677822559634	-409.4603716166512			0.1516527135994399	0.6314318089582573
EPPK1	0.5721283813810375	0.0014373056451614816	0.10258887398894953	0.5266616228273071	-358.8056233049342			0.17951644617770243	0.003994325319839698
DLAT	-0.5366478388044436	0.0009475526233636538	0.07228981047194946	0.43040872628717436	-334.38540379102847			0.16234244614756496	0.0026943452855644765
NDUFA9	0.774301959817959	2.1207928687016203e-06	0.03304097955296336	0.511697470293966	-421.8175327684555			0.16330111426285457	8.8910162572491e-06
HAAO	0.10072078708539162	0.6281889706032447	0.11286497291712776	0.7335639502424046	-431.91486037138964			0.20798157153506663	0.7002879320020263
KPNB1	0.5041499725585338	0.006672032518992451	0.18231393437110574	0.5320238851283907	-344.32338650865495			0.18584219610439603	0.01533149547262214
COASY	-0.45295489659522536	0.008394793225043027	0.10841708868338043	0.5539801645190564	-401.9478598551593			0.1718495220362476	0.018888284756346813
RTCB	0.39904572301202745	0.03355911792311778	0.07146483587113428	0.6247976084919831	-410.64819151093			0.18775709810658928	0.06429979430191121
PSMC3	0.2467436169277045	0.20689593383382143	0.16558456972321528	0.6489280973175809	-402.1675133961096			0.19549516627753466	0.28789349090918986
DHRS1	-1.4576972366063183	2.2826830864328693e-22	0.06601011734953337	0.3781328333332076	-317.8980411221047			0.1498401507362539	2.43403489977244e-21
PON1	-2.0402053433672167	3.476741801689974e-64	0.015605069794092052	0.2703112253599478	-294.8826339912266			0.12061377661301997	1.6241350987894595e-62
CLPP	0.747869519472948	0.00011146226777595275	0.11595455821529588	0.5620878622321114	-348.8093424426587			0.19353891539937412	0.00037318936753655166
GNMT	1.6535573938767798	1.9154817697472535e-35	0.06342599857803932	0.36088805392289003	-366.8687203175273			0.13308453008617022	3.184894264613654e-34
AP1M1	-0.009648248045118428	0.9566278610458584	0.01707088212125319	0.5188587634260247	-361.4269436271884			0.17740409085253328	0.9660158526659433
ATP5F1D	1.0651732784818966	2.1553211629428353e-12	0.008181789595391703	0.44633550761108765	-399.7350941745717			0.1516466596887525	1.3910329347677115e-11
PRKCSH	0.2952294428614111	0.18043895380436825	0.03012812401977325	0.8086778871609095	-439.1405465355682			0.22041839822017747	0.25827708441229724
PRODH	-1.2406243049729555	8.834739167641047e-14	0.01442374783388473	0.48858574628676404	-378.199681038428			0.16636486745350046	6.146722782592814e-13
CP	0.7350015438700449	5.150344554748932e-06	0.04138419611116611	0.4463312044441982	-334.73035108563545			0.1612351618833119	2.053856913905977e-05
GCDH	0.49182147091339345	0.005748457119315469	2.2662945417176347e-08	0.6231958210100612	-447.88936286387593			0.17808037267862412	0.0134587981719534
GSTM1	-0.6061758593422485	0.000748042834720881	0.19938606313563845	0.504213927281554	-355.75281471839867			0.1798028066102234	0.0021710947362756933
DNAJA3	0.17349041755027453	0.3981710944925829	0.13448750015029654	0.7002746323681461	-420.5856496197656			0.2053403278290759	0.49132810527952686
LPCAT3	-1.1398492810740994	1.6224646724430922e-11	0.09608478256605202	0.4490388666189615	-334.3952858104417			0.1692049515056211	1.0010300903563985e-10
ETFB	0.7359625161921717	3.5364830911576654e-09	0.22569636558562028	0.30895297916135006	-335.057788515943			0.12464365727010464	1.8957868373910764e-08
WDR1	0.1749281990335392	0.40195312466712985	0.06064394376239472	0.7145602063509141	-420.67473441850916			0.20871046279582112	0.4941303449855318
LETM1	0.0715021251937332	0.6917714948196804	0.020167867118220245	0.6206845964466593	-441.6332695191652			0.18035499045753864	0.7573971388594938
NDUFS3	0.8408350410958797	1.2973362042475944e-06	0.14240988714513034	0.48799967803458927	-359.7770293238084			0.17372044952613225	5.5094667375190045e-06
TPR	-0.028053769848322658	0.8856558925577183	0.05008951373409078	0.6362601122463055	-401.406277003025			0.19508449020258511	0.912732042429082
ATP6V1B2	0.5270675468841809	0.0036205501153328055	0.21067188203472273	0.5306554305130365	-350.75075191401163			0.18115655478071732	0.009014618434369244
KIF5B	0.4290374483610702	0.04582012554322843	0.02959008239942668	0.6537722480384008	-342.37876342456104			0.2148359769516487	0.0821746675647296
CTNNB1	0.38329534757855477	0.10933708345583604	0.12303280455635499	0.9301640257609751	-436.9657071035391			0.23938306493445802	0.1681186189187698
PSMD2	-0.24168766184800514	0.21377454447738575	0.026349026928518128	0.6786286467099267	-437.3209383544265			0.19439938868751994	0.29537018046804986
VARS1	0.02685291745835615	0.8794236738148783	0.05563091867425035	0.577617286653784	-428.1423007609201			0.1770134715578966	0.9090775806242315
PPP2R1A	0.46785603996578096	0.03199884236034663	0.14109837582873028	0.7841018497202484	-421.1156356211609			0.2181731802922254	0.061550714422549106
AP1B1	0.5058500525313153	0.0175717049520359	0.1208249778838526	0.6979467606877979	-402.4911120049535			0.2130324013767855	0.036598391842775406
SLC38A3	1.3462156648767063	1.1637515407059328e-15	0.03529273663944046	0.4566449518902645	-344.41477243919553			0.16810411069581938	8.849924507228838e-15
ACAA1	-2.4112018173658885	1.0703914014077769e-74	0.0860069997422648	0.3446003499852921	-352.72911270860595			0.1318607439830401	7.159895008974011e-73
PGAM4	0.18313251464672534	0.4045149841169857	0.3216249779744312	0.8133582180405109	-455.4510958006051			0.21969271852407418	0.4960364992734538
SLC25A13	0.15076223814765433	0.33831280475616243	0.019136822385507856	0.4970362106202925	-421.19277943662496			0.15745333654205695	0.429902670292481
HNRNPL	0.4740157668328404	0.01764743722038364	0.010490732121409904	0.6757743410459127	-413.7911655092345			0.1997593912848693	0.036678254053382105
CLPX	0.13075815822883505	0.4898228880918646	0.09043641637895797	0.6118163638787969	-400.22549852671614			0.1893425247690459	0.576158577000143
PSMA2	-0.34654457515475706	0.07787800398708791	0.19831534990494404	0.7050120624559328	-457.0836395372178			0.19655040721400666	0.12840054102745083
CAPZA2	0.5286022039950151	0.0016315340647953178	0.1867769551308598	0.5061955212624415	-391.0419224669463			0.16779906206340456	0.004470767926157002
LTA4H	0.6479792551960823	0.0010215537629386668	0.21535612953027972	0.6757104842088317	-423.7408831028613			0.197282641345399	0.002879724831732276
MACROH2A1	0.259881464757408	0.12736205965086414	0.018128627781280004	0.5712209084052208	-436.5903028890434			0.17046020238097687	0.19133565163475913
PLS3	0.25781755763896097	0.19557807116445303	0.12917311404176338	0.6423663271777428	-401.44776861838636			0.19920183505993355	0.2752684186690508
GLOD4	0.26384124228282785	0.23348699832214315	0.07210101935356913	0.7172359627400491	-372.3387364881162			0.22145024954719872	0.3159320625572723
PIPOX	0.015095111230234898	0.9303057651129585	0.009781189669098085	0.5875847566407825	-447.22958727116134			0.17259417466269694	0.9486797875008444
CYB5R3	-0.6132724843963971	0.0006940224143628234	0.04177380492704969	0.6324449021336128	-463.6085049125236			0.18080341766457217	0.00205690630963725
SRSF1	0.5347209766035861	0.0024922739065569278	0.044306847446629716	0.5051744721825375	-341.6657162228513			0.1768094713250413	0.006485200801942563
MYO1B	-0.1658271756484132	0.35451347297356595	0.0592518646886093	0.5319564896440094	-366.539934512376			0.1791041413156271	0.4458688679321387
C1QBP	0.2931867341844832	0.10022570175473827	0.12454664486267178	0.5171210272901143	-368.1137605623196			0.17836342335456298	0.15656276022515644
G3BP1	0.1047556116419163	0.5581360505386668	0.11930865400348914	0.5228575853929941	-375.4020814228737			0.17888217782595986	0.6337169740491112
DYNC1H1	0.34056999022972567	0.03668747921465768	0.11629926798771342	0.5006082531753582	-406.9679399781553			0.16301260020680408	0.06894715921375323
RARS1	0.30923871706428474	0.0660413285381168	0.12264858564567752	0.48748389650312157	-372.26191297558455			0.16823430392470767	0.11153550074108437
RAB5C	0.5739794957210715	0.0019437011106862507	0.04778991937560979	0.5694788633888503	-379.68256848673104			0.18523220667701992	0.005195560734559161
ETNPPL	0.7169705565368555	0.0001192762197114694	0.04432253432635008	0.5379293548272969	-348.0228662704171			0.18634184463940476	0.00039397296813788375
